iter	err_train	err_test	N=2
1	0.11919999999999997	0.12480000000000002
2	0.13119999999999998	0.1362
3	0.11919999999999997	0.12460000000000004
4	0.11919999999999997	0.12480000000000002
5	0.11919999999999997	0.12480000000000002
6	0.11919999999999997	0.12480000000000002
8	0.11919999999999997	0.12480000000000002
10	0.11919999999999997	0.12480000000000002
15	0.11919999999999997	0.12480000000000002
20	0.11919999999999997	0.12480000000000002
30	0.11919999999999997	0.12480000000000002
50	0.11919999999999997	0.12480000000000002
70	0.11919999999999997	0.12480000000000002
90	0.11919999999999997	0.12480000000000002
120	0.11919999999999997	0.12480000000000002
150	0.11919999999999997	0.12480000000000002
200	0.11919999999999997	0.12480000000000002
250	0.11919999999999997	0.12480000000000002
300	0.11919999999999997	0.12480000000000002
350	0.11919999999999997	0.12480000000000002
400	0.11919999999999997	0.12480000000000002
450	0.11919999999999997	0.12480000000000002
500	0.11919999999999997	0.12480000000000002


iter	err_train	err_test	N=4
1	0.12180000000000002	0.12839999999999996
2	0.18000000000000005	0.1894
3	0.11839999999999995	0.12219999999999998
4	0.12160000000000004	0.13139999999999996
5	0.11839999999999995	0.124
6	0.11919999999999997	0.12639999999999996
8	0.11960000000000004	0.12480000000000002
10	0.11780000000000002	0.125
15	0.11919999999999997	0.12439999999999996
20	0.11919999999999997	0.12480000000000002
30	0.11919999999999997	0.12480000000000002
50	0.119	0.12480000000000002
70	0.11919999999999997	0.12480000000000002
90	0.11919999999999997	0.12480000000000002
120	0.11919999999999997	0.12480000000000002
150	0.11919999999999997	0.12480000000000002
200	0.11919999999999997	0.12480000000000002
250	0.11919999999999997	0.12480000000000002
300	0.11919999999999997	0.12480000000000002
350	0.11919999999999997	0.12480000000000002
400	0.11919999999999997	0.12480000000000002
450	0.11919999999999997	0.12480000000000002
500	0.11919999999999997	0.12480000000000002


iter	err_train	err_test	N=6
1	0.16400000000000003	0.1764
2	0.1674	0.17759999999999998
3	0.11619999999999997	0.11699999999999999
4	0.12180000000000002	0.128
5	0.11019999999999996	0.12
6	0.11880000000000002	0.129
8	0.11960000000000004	0.12639999999999996
10	0.11719999999999997	0.12619999999999998
15	0.10760000000000003	0.11519999999999997
20	0.11739999999999995	0.12419999999999998
30	0.11880000000000002	0.12480000000000002
50	0.11819999999999997	0.12480000000000002
70	0.11360000000000003	0.12219999999999998
90	0.11919999999999997	0.125
120	0.11860000000000004	0.12419999999999998
150	0.11880000000000002	0.12460000000000004
200	0.11780000000000002	0.12380000000000002
250	0.11919999999999997	0.12460000000000004
300	0.119	0.12460000000000004
350	0.11919999999999997	0.12480000000000002
400	0.119	0.12480000000000002
450	0.11839999999999995	0.12439999999999996
500	0.11919999999999997	0.125
